   2.1472100e+00	   9.5097708e-01	   2.4565990e+04	   3.1364900e-11	   9.1662449e+02	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   9.4807380e-01	   4.2838014e+04	   3.1059700e-11	   8.5115515e+02	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   9.4581691e-01	   5.0740920e+04	   3.0577800e-11	   9.9406393e+02	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   9.6598345e-01	   1.1128255e+04	   3.0344300e-11	   8.1378337e+02	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.2483179e+00	   1.0333597e+05	   3.1460200e-11	   2.7142112e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   9.7411292e-01	   1.0757717e+05	   3.1364900e-11	   2.4777099e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   9.7496969e-01	   7.1070930e+04	   3.1230700e-11	   2.2228167e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   7.6179099e-01	   8.7639811e+04	   3.0751300e-11	   3.2695329e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.3468554e+00	   4.1294429e+04	   3.0540500e-11	   2.9571435e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.0514896e+00	   2.9131165e+04	   3.1435100e-11	   1.1044127e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.0570440e+00	   2.3979748e+04	   3.1448700e-11	   1.0081422e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.1037338e+00	   4.8580993e+04	   3.1231600e-11	   1.4454006e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.0888252e+00	   4.2629533e+04	   3.0838500e-11	   1.6319434e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.0653739e+00	   3.7677971e+04	   3.0283800e-11	   2.0375684e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.0089989e+00	   5.6917122e+03	   3.1595300e-11	   6.4512602e+02	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   5.5671240e-01	   2.8655166e+04	   3.1145300e-11	   7.4705853e+02	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.0325203e+00	   1.9481276e+04	   3.1337500e-11	   8.4560327e+02	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   5.5431096e-01	   3.1437076e+04	   3.0776900e-11	   6.4736747e+02	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   7.3589517e-01	   1.7322746e+04	   3.0715700e-11	   6.8535524e+02	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.0045412e+00	   1.3812438e+04	   3.0667500e-11	   8.6494686e+02	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.0075170e+00	   8.2826670e+03	   3.0438700e-11	   7.1986686e+02	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.7280614e+00	   5.0334306e+03	   3.1927300e-11	   5.9818317e+02	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.5489059e+00	   1.1491506e+04	   3.1823800e-11	   6.7310824e+02	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   3.4889823e+00	   1.7112982e+04	   3.1740900e-11	   7.0144508e+02	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.0245347e+00	   1.9047635e+04	   3.1609000e-11	   1.1634569e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.0205659e+00	   1.4828470e+04	   3.1410700e-11	   1.0421712e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.0286452e+00	   1.2583434e+04	   3.1255600e-11	   1.1052227e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.0250072e+00	   9.5578278e+03	   3.0965400e-11	   9.6151079e+02	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.0905256e+00	   1.1070676e+05	   3.1673600e-11	   3.3533600e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.1193942e+00	   8.5672485e+04	   3.1705500e-11	   2.8071683e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.0464514e+00	   1.7797376e+05	   3.1659500e-11	   6.0545203e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.1848899e+00	   1.1891241e+05	   3.1745300e-11	   5.6673605e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.8278741e+00	   1.0915601e+05	   3.1447500e-11	   4.0747663e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.0629279e+00	   8.4801451e+05	   3.1308800e-11	   4.7135138e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.6599824e+00	   5.4928798e+04	   3.1082600e-11	   4.1686405e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.8253008e+00	   3.9223072e+04	   3.1021700e-11	   2.9872183e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.6595921e+00	   6.0364689e+04	   3.1667400e-11	   2.2474535e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.9068926e+00	   6.3234173e+04	   3.1689800e-11	   2.2500000e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.1379706e+00	   6.3474715e+04	   3.1651400e-11	   2.2409970e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.2096837e+00	   4.5201839e+04	   3.1648800e-11	   1.9362239e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.1518337e+00	   6.9715827e+04	   3.1339500e-11	   2.6325936e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.1675075e+00	   3.9255790e+04	   3.1282400e-11	   2.0966199e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.1135562e+00	   4.1010321e+04	   3.1016300e-11	   2.4437011e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.2268597e+00	   4.5526900e+04	   3.0514600e-11	   3.3384082e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   1.6343009e+00	   2.4115248e+04	   3.1654200e-11	   1.1491185e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.0921024e+00	   2.9354956e+04	   3.1605000e-11	   1.1150876e+03	   0.0000000e+00	   0.0000000e+00	
   2.1472100e+00	   2.1370102e+00	   3.4125352e+04	   3.1495100e-11	   1.2147476e+03	   0.0000000e+00	   0.0000000e+00	
