   2.1472100e+00	   9.5097708e-01	   2.4565990e+04	   3.1364900e-11	   9.1662449e+02	   0.0000000e+00	   0.0000000e+00	   4.0474902e-01	
   2.1472100e+00	   9.4807380e-01	   4.2838014e+04	   3.1059700e-11	   8.5115515e+02	   0.0000000e+00	   0.0000000e+00	   4.0292618e-01	
   2.1472100e+00	   9.4581691e-01	   5.0740920e+04	   3.0577800e-11	   9.9406393e+02	   0.0000000e+00	   0.0000000e+00	   4.0150146e-01	
   2.1472100e+00	   9.6598345e-01	   1.1128255e+04	   3.0344300e-11	   8.1378337e+02	   0.0000000e+00	   0.0000000e+00	   4.1399613e-01	
   2.1472100e+00	   8.1103194e-01	   7.7876770e+04	   3.1460200e-11	   2.7142112e+03	   0.0000000e+00	   0.0000000e+00	   4.4734694e-01	
   2.1472100e+00	   8.5044723e-01	   9.9021927e+04	   3.1364900e-11	   2.4777099e+03	   0.0000000e+00	   0.0000000e+00	   4.7296050e-01	
   2.1472100e+00	   8.3859746e-01	   6.4057102e+04	   3.1230700e-11	   2.2228167e+03	   0.0000000e+00	   0.0000000e+00	   4.6551319e-01	
   2.1472100e+00	   7.6179099e-01	   8.7639808e+04	   3.0751300e-11	   3.2695329e+03	   0.0000000e+00	   0.0000000e+00	   4.1162433e-01	
   2.1472100e+00	   1.3468554e+00	   4.1294429e+04	   3.0540500e-11	   2.9571435e+03	   0.0000000e+00	   0.0000000e+00	   6.6721054e-01	
   2.1472100e+00	   1.0514896e+00	   2.9131165e+04	   3.1435100e-11	   1.1044127e+03	   0.0000000e+00	   0.0000000e+00	   6.5671730e-01	
   2.1472100e+00	   1.0570440e+00	   2.3979748e+04	   3.1448700e-11	   1.0081422e+03	   0.0000000e+00	   0.0000000e+00	   6.5852112e-01	
   2.1472100e+00	   1.1037338e+00	   4.8580993e+04	   3.1231600e-11	   1.4454006e+03	   0.0000000e+00	   0.0000000e+00	   6.7296625e-01	
   2.1472100e+00	   6.4647698e-01	   2.9299435e+04	   3.0838500e-11	   1.6319434e+03	   0.0000000e+00	   0.0000000e+00	   4.4165344e-01	
   2.1472100e+00	   6.9743619e-01	   2.7215420e+04	   3.0283800e-11	   2.0375684e+03	   0.0000000e+00	   0.0000000e+00	   4.8244986e-01	
   2.1472100e+00	   1.0089989e+00	   5.6917122e+03	   3.1595300e-11	   6.4512602e+02	   0.0000000e+00	   0.0000000e+00	   6.7369486e-01	
   2.1472100e+00	   5.5671240e-01	   2.8655166e+04	   3.1145300e-11	   7.4705853e+02	   0.0000000e+00	   0.0000000e+00	   4.0859673e-01	
   2.1472100e+00	   1.0325203e+00	   1.9481276e+04	   3.1337500e-11	   8.4560327e+02	   0.0000000e+00	   0.0000000e+00	   6.8112826e-01	
   2.1472100e+00	   5.5431096e-01	   3.1437076e+04	   3.0776900e-11	   6.4736747e+02	   0.0000000e+00	   0.0000000e+00	   4.0603459e-01	
   2.1472100e+00	   6.2813947e-01	   1.5441855e+04	   3.0715700e-11	   6.8535524e+02	   0.0000000e+00	   0.0000000e+00	   4.7584645e-01	
   2.1472100e+00	   1.0045412e+00	   1.3812438e+04	   3.0667500e-11	   8.6494686e+02	   0.0000000e+00	   0.0000000e+00	   6.7224687e-01	
   2.1472100e+00	   1.0075170e+00	   8.2826670e+03	   3.0438700e-11	   7.1986686e+02	   0.0000000e+00	   0.0000000e+00	   6.7321491e-01	
   2.1472100e+00	   2.7280614e+00	   5.0334306e+03	   3.1927300e-11	   5.9818317e+02	   0.0000000e+00	   0.0000000e+00	   5.6517272e-01	
   2.1472100e+00	   2.5489059e+00	   1.1491506e+04	   3.1823800e-11	   6.7310824e+02	   0.0000000e+00	   0.0000000e+00	   5.3460993e-01	
   2.1472100e+00	   2.2704829e+00	   1.3131595e+04	   3.1740900e-11	   7.0144508e+02	   0.0000000e+00	   0.0000000e+00	   4.7754043e-01	
   2.1472100e+00	   3.4769208e+00	   2.7031563e+04	   3.1609000e-11	   1.1634569e+03	   0.0000000e+00	   0.0000000e+00	   6.5882585e-01	
   2.1472100e+00	   2.0205659e+00	   1.4828470e+04	   3.1410700e-11	   1.0421712e+03	   0.0000000e+00	   0.0000000e+00	   4.1291916e-01	
   2.1472100e+00	   2.0286452e+00	   1.2583434e+04	   3.1255600e-11	   1.1052227e+03	   0.0000000e+00	   0.0000000e+00	   4.1525729e-01	
